score,description,date
"5,0","Excelente qualidade de imagem, fácil instalação e configuração. A fonte tem um cumprimento de fio que facilita a instalação, podendo chegar até mesmo no teto.Entretanto, não fica mais de três dias sem precisar resetar para conectar novamente na rede.Na minha primeira viagem mais longa, me deixou na mão. Desconectou-se no meio da minha viagem e  agora não consigo ter acesso remoto. Uma pena",14 de novembro de 2021
"2,0","Compramos para monitorar os animais em casa, mas não é possível compartilhar a câmera em mais de um app / conta, então somente uma pessoa pode ter acesso as imagens ""ao vivo"". A opção para compartilhar existe no app da TP-Link (Tapo), mas não é suportado no momento.  Entrei em contato com a TPLink e o retorno é de que não possuem previsão para permitirem o compartilhamento, pois é de responsabilidade da engenharia - ""Lamentavelmente não temos previsão desta atualização pois depende do setor de engenharia."", achei horrível esta resposta, zero foco no cliente.Não encontrei a informação de que não era possível o compartilhamento nos materiais que pesquisei.Imagem & som são bons, mas sem o compartilhamento, não atendem a minha necessidade.",9 de agosto de 2021
"2,0","A câmera tem se mostrado boa, porém o App tem um problema que considero muito sério. A cada 5 minutos a tela trava e solicita que eu confirme se quero continuar vendo o video. Não faz sentido nenhum uma câmera de monitoramento ficar pedindo para você interagir com ela. Comprei para vigiar a quarto do meu bebê enquanto dormimos e nos alertar em caso de choro, movimento… mas se estou dormindo e a câmera para de filmar depois de 5 minutos ela perde total funcionalidade.Já pesquisei nas configurações como desativar, mas isso não existe.A mensagem que aparece é a seguinte:""Voce assistiu o video ao vivo por 5 minutos sem nenhuma operação. Continuar a visualização?""",14 de fevereiro de 2022
"1,0","A criação de cena é muito limitada e a compatibilidade com echo Alexa também muito limitada não consegue fazer nada de rotinas ou cenas, mas cumpre o básico que é monitorar, outra coisa que não gostei,  o serviço de nuvem para armazenamento é muito caro e vc não consegue salvar alguma gravação direto no seu celular, precisa do serviço da nuvem ou um cartão de memória sd.",24 de dezembro de 2021
"4,0","Produto bom, 64gb da uma semana de gravação.O ruim é que só suporta 128gb, mas enfim, agora quanto aos recursos é uma pena que ela tenha mas a tp link cobre por isso, exemplo existe a funcionalidade de identificar pessoas e seguir o movimento, e isso é um sistema que está embutido na câmera mas a Tplink cobra assinatura pra isso.Lembrando que essa câmera é muito melhor que a da intelbras.",8 de fevereiro de 2022
"5,0",Ótima imagem. Suporta gravação em cartão SD. Acesso remoto bacana. Movimenta super bem. Gostei do som que a câmera captura junto a imagem. Super recomendo ... Vou comprar mais uma !,1 de janeiro de 2021
"3,0","A câmera possui uma excelente qualidade de imagem, destacando-se no modo noturno. A instalação e configuração são muito fáceis de serem feitas. Um ponto negativo importante é que, se o aplicativo ficar aberto durante horas, a exibição do vídeo vai acumulando alguns segundos de atraso. Para monitorar crianças, esse atraso é bastante inconveniente. Pelos teste que fiz, não dá pra justificarem afirmando que o atraso é devido à qualidade do sinal da rede wireless.",15 de março de 2021
"5,0","Essa foi a entrega mais rápida da minha vida! Encomendei numa noite, no dia seguinte de manhã, já estava na minha portaria!Câmera fácil de conectar pelo aplicativo! Funcionando 100%Amando a minha compra! Muita satisfeita!!!Amazon como sempre arrasando nos prazos de entrega!!!",19 de setembro de 2021
"5,0","A câmera funciona super bem de dia e à noite. Fácil programação, aplicativo muito pratico, consigo mexer na programação mesmo à distância. Toda atividade detectada fica salva, posso rever pelo app ou salvar no cartão de memória. A imagem é muito nítida, o som é claro. O microfone funciona bem, o som é alto. Vc pode desligar o led e deixar a câmera escondida e bem discreta, mesmo com o led apagado, a imagem do modo noturno é perfeita. O mesmo app comporta várias câmeras em locais diferentes da casa, onde vc pode selecionar a que vc quer ver e mudar a posição, ligar o microfone etc. Recomendo demais!",11 de outubro de 2021
"3,0","Produto ótimo, mas a entrega está atrasada e só em Barueri/SP ficou parada 8 dias, não sei o motivo de tal parada e desse atraso. O produto me agradou muito, pois já tinha um em casar não importa o lugar onde se esteja, tendo uma conexão de internet e uma conta no app pode se visualizar e movimentar a câmera. Gostaria de ter dado 5 estrelas, mas cada etapa do momento do pagamento até o produto em mãos do comprador importam, então estou dando 3 estrelas pela falha do comprometimentos em entregar na data certa. Mesmo pq ainda nem foi entregue.",24 de outubro de 2021
"3,0","O dispositivo só é compatível com Alexa se vc tiver um echo show, que serve para receber áudio e vídeo da câmera. As demais funções apenas pelo aplicativo proprio no smartphone. O aplicativo Alexa não interage com o dispositivo. O sensor de movimento apenas dispara mensagens, mas não interage com as rotinas da Alexa ou do aplicativo nativo. O campo de visão se limita ao horizonte da câmera para cima, ou seja, ela não aponta a câmera para baixo da sua linha de horizonte. Pra isso teria que fixa-la de cabeça para baixo e inverter a imagem.",4 de junho de 2021
"5,0","Ótima definição da câmera.Visão noturna excelente.Sensor de movimento espetacular.Aplicativo do celular muito bom.Custo x benefício sensacional.Único ponto a melhorar seria a da velocidade da movimentação da câmera e aumentar um pouquinho a amplitude do movimento.De qualquer modo, super recomendo!Ah, NÃO vem cartão micro SD para gravação.Item deve ser adquirido separadamente.",14 de outubro de 2021
"4,0","Comprei a câmera para ficar de olho nos pets enquanto estou no trabalho. Cumpre muito bem a função, ótima imagem, função de microfone funciona bem, consigo ter visibilidade de todo o espaço.Instalação foi fácil, as instruções são simples e o aplicativo é intuitivo.Único ponto negativo é que para trocar a câmera de casa / wifi, precisa resetar e re-mapear no aplicativo.Fora esse inconveniente, ótimo produto.",9 de novembro de 2021
"5,0","Compatível com Alexa etching, porém tenha em mente que a camera não fica todo tempo sendo mostrada na Alexa somente no celular. Compramos para ser baba eletrônica mas acabamos que não usamos muito pois a câmera fica saindo da tela depois de 10min e não tem configuracao para arrumar isso... se for pra controlar a casa que você consulta a câmera as vezes acho ok. Funciona bem pelo aplicativo tbm, mas como baba eletrônica você não vai querer ficar com celular ligado toda noite",4 de maio de 2021
"5,0","Excelente!! Funciona muito bem, muito fácil de configurar.O aplicativo da Tapo tem muitas funções, e funciona muito bem. Consegui instalar a mesma câmera em 2 celulares, então eu e meu marido acessamos simultaneamente.A imagem é muito boa, até a noite.Mas o q mais gostei foi a função de poder disparar o alarme pelo aplicativo e poder conversar através da câmera remotamente! Já consegui evitar um estrago que meu cachorro estava fazendo no jardim chamando ele pela câmera! RsrsrsRECOMENDO MUITO!!Já comprei mais uma pra minha mãe.",29 de setembro de 2021
"4,0","Gostei bastante da câmera, atendeu todas as minhas necessidades, minha esposa chama ela de Eva do filme Wall-e.Única coisa que posso falar de contra, é que agora com passar do tempo notei uma certa lentidão ao acessar a câmera. Tem a ver com as gravações, pois ficou assim depois que inseri um cartão de memória de 64GB (não é o cartão, pois é classe 10 e de boa qualidade, usava ele no smartphone é era bem rápido, gravava em 4k, etc.), também não é a rede, pois possuo equipamentos e internet de boa qualidade (roteadores Deco M5 e conexão de 500MB fibra ótica), mas não é nada que mude a avaliação final.",13 de dezembro de 2020
"5,0","Estou gostando bastante!Fácil e rápido de configurar. Para instalar, coloquei no teto preso com uma fita dupla face da 3m, pega toda a sala é só colocar para movimentar pelo app.A imagem é boa, inclusive a noturna e tem som.As únicas coisas que achei ruim, mas não é exclusivo dessa câmera é o app só pedir e-mail e senha (não tem dupla autenticação) e tem fio para ligar, podia ter uma bateria para facilitar a instalação",15 de novembro de 2021
"5,0","Gostei muito, porém, vale uma ressalva: em lugares com muita poeira- que é o meu caso - eu improvisei um plástico pra evitar problemas na hora girar a câmera, todavia a imagem pior muito especialmente quando faz uso do infravermelho! No geral gostei muito! Pra quem não precisa se preocupar com poeira 100%!!",26 de agosto de 2021
"4,0","A qualidade da imagem de dia é boa e de noite é razoável. No app da Tapo tem o a opção de fazer Marcação, que possibilita criar atalhos de posição da câmera no ambiente.Funciona razoavelmente bem com a Echo Show, mas demora uns 3~6 segundos para conectar. No Fire Tv a qualidade da imagem cai, uma pena.Infelizmente não está disponível para ver as imagens pelo app da Alexa, as outras marcas concorrentes disponibizam essa forma de visualizar.",13 de setembro de 2021
"4,0","A câmera tem bom acabamento e imagem, instalação muito fácil, aplicativo de uso ótimo. Só um ponto negativo foi na movimentação vertical que trava bastante, vi que é um local fácil para acumular poeira, talvez seja isso que atrapalhe o fluir o movimento vertical.",8 de junho de 2021
"5,0","Tenho gostado bastante da câmera, ela só tem um problema para mim, ela só compartilha só com duas pessoas",10 de setembro de 2021
"5,0","Ótimo custo/benefício! Câmera bem construida com funçoes e aplicativo extremamente completos. Se for para ser chato o único defeito que encontrei foi no suporte para parafusar que, ao ser encaixado na base (rosqueado) se torna EXTREMAMENTE difícil de ser retirado, o que meio que impossibilita ter um ponto fixo apenas momentaneamente.",1 de julho de 2021
"3,0","Produto é muito bom, custo X benefício atendido. Ele tem um design compacto e muito bonito, e é de fácil instalação.Ele tem seus defeitos, mas no geral está me atendendo perfeitamente.Um dos defeitos que me deixou meio chateado é que, tem que configurar para ele reiniciar automaticamente todo dia, pois se não realizar essa programação o produto fica como off-line e a rede está funcionando e tudo, mas ele fica off-line, só volta ao normal após reiniciar, e a outra é um pequeno delei da imagem quando está no ""ao vivo"", coisa que uma câmera ""xing-ling"" não tem, porém a qualidade de imagem é muito boa.",29 de junho de 2021
"5,0","Produto e bom mas não recomendo a compra devido falta assistência técnica. Comprei 2 e 1 deu defeito, moro em uma capital (Belo Horizonte) e não achei assistência técnica. Você tem que mandar um e-mail para o escritório empresa  São Paulo descrevendo o problema para eles analisarem e aí se for o caso te orientam a enviar o produto via correio para a empresa para nova análise. Muito burocrático. Optei por encostar o produto e comprar de outra marca que presta assistência local.",16 de março de 2022
"5,0","Chegou  bem embalado e com todas as peças informadas no site da TpLink. Possui suporte de fixação e parafusos para parede. Após mais de um mês, considero uma ótima compra. A configuração foi tranquila. Não precisei usar o suporte técnico da Tplink disponível. Nas duas viagens que fiz consegui visualizar a casa tranquilamente pelo celular. Gira 360º na horizontal e 114º na vertical conforme manual. Minhas condições: uso um modem 250 GB na parte superior da casa e o aparelho fica na parte de baixo.",15 de dezembro de 2021
"5,0","Compramos essa câmera para monitorar nossa bebê, ela é ótima, tem uma imagem super nítida tanto de dia quanto de noite, o sensor de movimento capta até quando meus gatos entram no quarto. Recomendo, podem comprar sem medo.",25 de fevereiro de 2022
"5,0","Câmera muito boa. Qualidade de imagem e som muito bons.Fácil de configurar e simples de usar.O sensor de movimento com aviso no celular também é muito útil.Ela sincroniza com NAS para armazenamento de gravações. Essa função não vem descrita no manual, mas pode ser facilmente encontrada na internet. Com poucas configurações você ajusta o IP e usuário dela e pode acessar as imagens pela rede e cadastrar no aplicativo de gravação.Com certeza vou ter outras desse modelo.",16 de junho de 2021
"4,0","Bom produto. Até o momento estou satisfeito.A instalação não é complicada, mas poderiam facilitar mais, pois quem não tem nenhuma experiência do tipo pode ter dificuldade.Funcionalidades que verifiquei:360 graus => okVisão noturna => ok (alcance reduzido, mas satisfatório)Alerta sensor movimento => okAngulação vertical => okSinal via wi-fi e internet => okVoz => okNão testei gravação e outros detalhes.Mas para os meus propósitos já estou satisfeito.",17 de outubro de 2021
"4,0","Vários pontos positivos, ela tem o som ok, marcações de fixação da câmera, qualidade de imagem diurna e noturna excelente, notificação quase que instantânea.Porém, não conecta com Alexa na verdade é recente inclusive tem várias reclamações no app da Alexa, não acompanha movimento (mas isso está especificado) porém caso seja importante pra alguém não tem, rotação muito boa. Eu uso como uma ""babá eletrônica""  no quarto da minha filha e está servindo como tal. Consigo visualizar o quarto todo e monitorar as suas sonecas durante o dia.",29 de setembro de 2021
"4,0","A câmera em si é muito boa, funciona bem no app em celular, mas tinha comprado pela compatibilidade com a Alexa no echo show. Ele até funciona, mas só por 10 minutos e fecha sozinho. Pesquisando sobre descobri que o desenvolvedor faz de propósito ficar só 10 minutos, mas como baba eletrônica 10 minutos não ajuda em nada pra ficar de olho no bebê.",9 de agosto de 2021
"5,0","Ótima câmera com imagem de qualidade. É possível ver a maior parte do ambiente, já que é 360°, inclusive na visão noturna. Foi super fácil e rápido instalar. O app também é fácil de mexer e sem bugs. E também da pra configurar e usar a câmera como webcam através de um app terceiro gratuito e seguindo instruções da própria TP-Link que estão na Internet (acesso wifi via RTSP). Testei e funcionou!",1 de dezembro de 2021
"1,0",As duas câmeras pararam de mandar notificações.,24 de janeiro de 2021
"5,0",Viajei e deixei em casa pra monitorar os cachorros. Me surpreendeu demais em qualidade e funcionalidade!! Já comprei mais uma e outras pessoas da família já compraram por minha indicação também. O sensor de movimento detecta mínimos movimentos quando ajustado para tal. Um espetáculo. Imagem extremamente nítida. Recomendo!,26 de dezembro de 2021
"1,0","Sobre experiência de uso , som é muito baixo.., tanto na saída da câmera , como no registro do microfone. para gravação tem uma qualidade não tão boa , mas aceitável ( 15fps ). o alcance da visão noturna é fraco apenas alguns metros .Infelizmente ainda não achei a solução para Formatar sd através da câmera.",20 de julho de 2021
"5,0","Uma das melhores câmeras que ja teste. Fácil de usar e a qualidade excelente. O valor praticar de R$ 200,00 é um grande incentivo para não comprar mais nada da china. Parece pequena mas em um bom tamanho, recomendo pra quem tem uma área grade e quer olhar todos os pontos. Poderia ter entrada para cabo RJ45, mas a wifi funciona bem.",24 de maio de 2021
"5,0","Câmera com software excelentes, qualidade da câmera e praticidade na instalação.Já tive outras câmeras ""da china"" e nenhuma se compara a qualidade desta.Gravações com sensor de movimento excelentes, dá para criar zonas de alerta, com a gravação somente com sensor de movimento dá para revisar as imagens mais rapidamentes.",4 de fevereiro de 2022
"5,0","Gostei, achei muito boa mesmo, mas, comprei pensando em colocar na porta, porém ela não vem com um bom suporte para ficar na rua, achei dá a sensação que qualquer um iria conseguir puxar e levar, mas, para dentro de casa achei muito boa mesmo, visão noturna top, tudo apagado e dá pra ver, se for para uso interno compre, funciona integrada a Alexa, eu falo alexa, mostrei a Camera1 a imagem aparece no display da alex (echo show) e ainda tem o próprio aplicativo de celular que é funcional.",24 de junho de 2021
"5,0","Comprei a câmera para ficar de olho no meu cachorro que ainda é filhotinho e apronta bastante (um Golden Retriever). Consigo ser notificada quando ele aparece no campo de visão, e mesmo quando ele subiu no balcão para ver a câmera e derrubar ela no chão, a continuou transmitindo o som, e a imagem do chão rs., e a câmera ficou intacta, então, se presta muito a que se destina, além de ter boa durabilidade. Recomendo",28 de outubro de 2021
"5,0","Na busca por uma babá eletrônica, me indicaram essa câmera IP. Está funcionando perfeitamente e custou 5x menos que as babás tradicionais que tem reviews muito ruins. Resolvi arriscar e acertei. Funciona perfeitamente, o som atente, a imagem é ótima, tem visão noturna, o app é bem fácil de manusear e instalar. Não percam tempo com babás eletrônicas ainda mais se tiver um celular ou tablet com pouco uso.",6 de junho de 2021
"4,0","Comprei o produto junto a um produto concorrente para compara-los (Mibo da Intelbras x Tapo). A Mibo, da concorrente oferece o auto tracking, que segue a pesso/ objeto que está em movimento, mas necessita de aperfeiçamento. Embora tenha menos recurso, achei o funcionamento da Tapo satisfatório.",19 de julho de 2021
"5,0","A câmera é ótima, muito fácil de instalar e funciona com as assistentes virtuais do Google e a Alexa. Consigo ver a imagem tanto na minha Eco Show quanto na Minha TV Android.Porém de cabeça para baixo ou para cima ela tem limitação de alcance. Isso é sabido pela especificação do produto, mas acabou sendo um inconveniente no meu uso e tive que reajustar a posição de trabalho dela aqui em casa. Então tenha isso em mente quando for comprar.",21 de outubro de 2021
"3,0","A Câmera é fácil de instalar e configurar, tem movimento tanto na horizontal como na vertical, a imagem é excelente, porém a integração com a Alexa Echo Show deixou a desejar, eu comprei para usar como babá eletrônica, porém ela só fica poucos minutos com a imagem aparecendo, depois tem que pedir novamente, o que fica inviável.",7 de maio de 2021
"1,0","Comprei a câmera em agosto e até início de janeiro de 2022 funcionou perfeitamente,  mais depois da última atualização a mesma não funciona mais, 90% do dia fica off line, não grava mais no cartão de memória agora pra funcionar tem que comprar o app que por sinal possui um preço fora da realidade.  Estou bem decepcionado com a Tp- link que não se preocupa com os clientes que já adquiriram a câmera, não  recomendo.  Lamentável",24 de janeiro de 2022
"5,0","Câmera excelente, ótima qualidade de vídeo. Sensor de movimento funciona muito bem e a possibilidade de ajustar os horários de notificação faz toda a diferença. O acesso via 4g e bem legal dando pra acompanhar em tempo real e dependendo da qualidade da internet da pra pra deixar em HD. A visão noturna e muito boa, dando pra ver perfeitamente no escuro total. Achei o alto-falante dela um pouco fraco e as vezes é difícil entender o que é falado e  microfone funciona bem.",11 de abril de 2021
"4,0","produto muito bom e super fácil de instalar, atende as espectativa pra usar em ambiente interno, só deixa a desejar na hora de fazer ligação pois a chamada sai muito chiada, não sei se é eco por estar perto demais da parede aqui em casa ou se é do produto, mas as duas que comprei apresentou esse problema, mas de resto é super boa e de fácil manuseio. sem contar que é uma belezinha o design da câmera.",30 de maio de 2021
"4,0","Bom controle de movimentos e achei bom q da pra marcar um ângulo favorito para ficar mais fácil de voltar a ele quando precisar. O áudio deixa um pouco a desejar, se o ambiente for um pouco barulhento não se consegue ouvir conversas próximas da câmera. Tive problema com o cartão de memória pois uma das câmeras q comprei não reconhece o cartão e a outra sim. Preciso reinserir ele todo dia quase pra ela entender q pode guardar as gravações. Recomendo mas com ressalvas.",10 de outubro de 2021
"2,0","É uma câmera boa para acesso rápido pelo aplicativo Tapo. Mas não tem gravação na nuvem, apenas no cartão de memória. O cartão que tentei usar fica pedindo para formatar e não funciona. Além disso não tem muito curso de tilt (vertical), o que acaba limitando muito a área que consigo monitorar.",11 de agosto de 2021
"5,0","Boa câmera, atendeu às expectativas. Tem uma excelente qualidade de vídeo, deixando um pouco a desejar no modo noturno. O sensor de movimento funciona muito bem e o ângulo de visão é apropriado para o uso interno. No meu caso, apartamento.",10 de setembro de 2021
"5,0","A imagem é excelente, tanto diurna como noturna, captação de áudio muito bom tbm qualquer barulho que faço em qualquer canto da casa da pra escutar pelo áudio da câmera, a melhor câmera pra usar como babá eletrônica custo beneficio, faz muito mais que outras mais caras",7 de agosto de 2021
"5,0","Eu resisti muito em comprar por medo de não saber colocar para funcionar, mas é bem tranquilo. Vai sem medo. Excelente definição de imagem. Notifica de movimentação, se quiser. Funciona msmo no escuro. Comprei para monitorar o meu cachorro em casa e tem sido excelente. Tremenda paz estar num lugar e pela câmera ver que meu cachorro está bem em casa, dormindo. kkkk",7 de dezembro de 2021
"5,0","A câmera é muito boa no geral, a instalação é bem fácil e o aplicativo bem intuitivo. As configurações atendem as expectativas e a qualidade da imagem (inclusive o zoom) é muito boa. O único detalhe: se a internet ou a força caírem e você não estiver no local onde a câmera está instalada, a câmera vai ficar off-line para acessar mesmo voltando a internet e/ou força. Neste caso aconselho ativar a opção de reinicialização automática.",16 de outubro de 2021
"4,0","O produto é bom tem compatibilidade com alexa aparece a imagem no fire, mais se diz Inteligente! E isso é mentira tenho a câmera da Xaomi e ela sim é inteligente rastreia a pessoa sozinha quando passa essa tem visão noturna sensor de movimento mais não faz rastreamento inteligente igual a da Xaomi.",22 de maio de 2021
"4,0",A câmera é muito boa. Excelente qualidade de som e imagem. Mas a função da Alexa não funciona bem. A imagem aparece em meu echo show e some depois de 5 minutos. Aparecido que seja problema no aplicativo da câmera.,21 de dezembro de 2021
"5,0","Excelente câmera, superou minhas expectativas, fácil de instalar/configurar, vem com suporte para fixação no teto/parede (já com parafusos e buchas), app de fácil manuseio, tudo em português do Brasil, qualidade de imagem muito boa, sensor de movimento muito bom, excelente câmera, vale muito a pena pelos custo x benefício. Recomendo!",8 de junho de 2021
"3,0","A imagem é muito boa, tanto a diurna quanto a noturna, o aplicativo ""Tapo"" também é bom, funcional e simples, fácil de utilizar.O som do microfone é baixo e não é nítido, o som do alarme também é baixo. A captação do som ambiente tem muitos ruídos, às vezes fica difícil identificar o barulho.Mas no geral, é um bom produto, gostei da compra, vejo mais pontos positivos do que negativos.",18 de novembro de 2021
"4,0","A camera é muito boa, com uma qualidade ótima e foi muito facil de instalar e controlar. Tudo isso usando o app da camera. Quando conectei com a Alexa (Echo Show5) ela não me permite ver a camera live pelo celular e quando tento ver pela propria Echo Show ela demora para conectar, sendo que 3/5 chamadas ela não conecta.",30 de novembro de 2021
"4,0","Fácil de instalar pelo APPSó uma dica, para reset, desligue a câmera, gire a cabeça,  forçando e pressionar o botão,Não vi escrito no manualAPP muito fácil de usar, equipamento muito bom",7 de setembro de 2021
"4,0","Atendeu as expectativas, único problema é que o sensor de movimento dela, mesmo no grau mínimo é acionado mesmo com reflexos das luzes ocasionadas pelo lado de fora do ambiente, no meu caso como a porta da loja e de vidro, não consigo utilizá-la com o sensor ativado, pois o mesmo aciona sempre que há alteração destes reflexos externos de luz",4 de abril de 2021
"5,0","Esta câmera atendeu às minhas expectativas!!! A mais em conta do mercado. Pode até outra pessoa da família que não mora na residência, ter acesso via app. Super recomendo!!! Sugestões para upgrades... poderia ter o sensor de movimento que acompanhe a pessoa ao passar; no app poderia a câmera mover apenas com um toque e não somente com o Pan & Tilt; melhorar o som e os convidados no app poderem movimentar a câmera tb.",28 de maio de 2021
"1,0","A câmera chegou a minha residência já com defeito. Estranhei o fato de o produto ter vindo mal embalado e qdo fui instalar não tava funcionando. Isso resumo o zelo que a Amazon tem pelo cliente: ZERO! Repassou, provavelmente de outro cliente insatisfeito com a câmera,  um produto defeituoso! Pior é o processo de troca. Preciso esperar o produto retornar à Amazon pra poderem envio um outro.",11 de fevereiro de 2022
"5,0",A câmera é muito boa. Tem uma excelente qualidade de imagem mesmo com pouca luz. Sua configuração é simples e bem intuitiva. Acompanha um cabo de energia de 3 metros. A única observação é que ela funciona apenas com Wi-Fi 2.4ghz.,10 de novembro de 2021
"5,0","Compramos com o intuito de usar como babá Eletrônica. Fácil instalação e o aplicativo usado para ver a imagem, alterar posição da câmera e etc bem simples. Captação de som e sensor de movimento excelentes. Único defeito é que deve ser usada o tempo todo na tomada, não possui bateria interna. Mas, recomendo mesmo assim pelas outras boas funcionalidades.",8 de novembro de 2021
"5,0","Imagem Full HD Excelente. Grava com sensor de movimento se quiser, assim, um cartão de memória rende muuuuuito mais, até um pequeno. Além de ficar fácil achar tudo o que aconteceu na frente dela. Visão noturna excelente. Único contra é falar por ela. Caixa de som baixa, pra uso interno, mas uso na garagem tranquilamente de baixo da telha, protegido.",16 de julho de 2021
"5,0","Cumpre o que promete. Leva um tempinho para instalar, não é tão simples quanto parece. Feita a instalação, funciona bem, função noturna é eficiente (só atentar às configurações de low quality / high quality), notifica constantemente, aplicativo fácil de navegar. Só é um pouco falha no áudio captado. No mais, vale o investimento, boa relação custo-benefício.",14 de junho de 2021
"5,0","Excelente câmera.Ótimo custo benefício, sua filmagem em HD é melhor que o sistema tradicional que tenho em casa, que filma em VGA. A visão noturna é ótima mas se tiver alguma luz (luz-sensor de presença), fica excelente.Comprei uma e devo comprar para casa e escritório. Vale muito a pena.Cabo de energia é longo, facilita na hora de posicionar a câmera. Fácil instalação.",12 de abril de 2021
"5,0","Minha maior motivação em comprar essa câmera foi usá-la com a Alexa Echo Show. Consegui fazê-lo com a ajuda de tutoriais que encontrei na Internet. O aplicativo proprietário para o produto deixa a desejar, principalmente para quem precisa movimentar a câmera e coisas assim. Como não é meu caso, estou contente com o produto.",1 de fevereiro de 2021
"5,0","Gostei muito do produto, excelente custo benefício, destaco as funções de alarme, ligação de voz e marcação de posição que agiliza muito a visualização dos pontos mais importantes. Vou deixar o link do vídeo que fiz mostrando o uso dela aqui https://youtu.be/CEbQB1GBNAw. Estará disponível ao publico geral em 31/07",21 de julho de 2021
"1,0","Se você busca um produto que tenha uma imagem boa, esse não é produto.Material leve e parece que não tem qualidade, configuração razoável, mas a câmera apesar de ter sensor de movimento ela não acompanha o objeto.Resumindo, a imagem que o produto entrega o valor que vale não passa de R$ 100.",15 de julho de 2021
"5,0","Até o momento atendendo as expectativas. Imagem de qualidade com opção lq/hq. Boa rotatividade. Sensor de movimento bom, dentro do foco da câmera. Consigo falar com meu cachorro pelo microfone e ele presta atenção. Estou usando na garagem coberta e tudo ok.",19 de maio de 2021
"3,0","Tenho o Google Nest Hub. A integração dele é muito limitada. Comprei principalmente pensando no recurso de ver e controlar a camera pelo Nest. Infelizmente a única coisa que abre é como se fosse um vídeo de Youtube. Não funciona nem o PTZ, nem zoom, nem qualquer configuração da câmera. Optei ainda assim por ficar pois me atende, mas esperava mais dela…",12 de março de 2022
"5,0","Funciona muito bem. Utilizo juntamente com o Echo Show de 5"" da Amazon.Tem um pequeno delay na imagem, mas nada que prejudique o funcionamento.A capacidade de movimentar a câmera a distância ajuda a fazer uma varredura completa no ambiente que instalei.",8 de novembro de 2021
"5,0","Produto ótimo, uso como babá eletrônica, apesar de ter um pouco de delay, não prejudica essa função.O som é bom, o sensor de movimento bem sensível, inclusive tirei as notificações disso, pq qualquer movimento mínimo chegava notificação no celular. Imagem noturna muito boa.",21 de outubro de 2021
"5,0","Gostei bastante da Câmera. Sensor de movimento impecável. O app tem algumas falhas e é um pouco lento para controlar. Mas, apesar disto, cumpre bem seu papel. Só não recomendo se desejar usar para gravar áudio e falar pelo  microfone no ambiente, ele é bem fraco. Como comprei pensando na gravação achei excelente. Compraria outra fácil.",15 de fevereiro de 2021
"5,0","Pontos positivos: muito fácil instalar, preço baixo, permite falar e ouvir.Pontos negativos: a imagem não será absurdamente boa, mas você consegue ver com clareza, mesmo na visão noturna.",15 de dezembro de 2021
"2,0","A câmera é excelente, nos recursos e imagem. O app é eficiente e prático.Vc tem a opção de link pra Google e Alexa. Porém serve de nada, pois não funciona com elas. Você pode pedir qualquer informação mas será negado qlq recurso.Pensando em fazer a troca pois é boa porém não funciona com as assistentes.",12 de outubro de 2021
"5,0","A lente grande angular permite uma ótima cobertura principalmente em espaços pequenos, a qualidade da imagem full HD muito boa, o ajuste de sensibilidade do microfone permite uma captura de áudio muito boa, também gostei do Desing da câmera sem antenas externas, a compatibilidade com a Alexa permite gatilhos para rotinas e visualização no Echo Show",18 de outubro de 2021
"5,0","Muito boa câmera, com diversas funções que facilitam teu dia a dia, porém se buscam qualidade de imagem precisam buscar outro modelo, esse eu acredito que seja um mais básico para visualizar a movimentação de pessoas, se for prestar atenção nos detalhes a imagem não consegui entregar qualidade.",11 de dezembro de 2021
"5,0","Facilidade de configuraçãoQualidade de imagemQualidade de áudioArmazenamento no cartão sd, vc pode tb baixar ou iniciar uma gravação e gravar no celular, sendo assim se vc tiver o cel configurado para fazer upload para a nuvem de seus vídeos e fotos, serão armazenados láAplicativo intuitivo e fácil para manusear a câmerasimplesmente top, tanto que já comprei outro",7 de abril de 2021
"4,0","Excelente câmera, porém não cumpre o prometido em relação a usar como babá eletrônica, pois para utilizar a detecção de choro somente pagando um valor mensal, e além disso na Alexa e no Chromecast, interrompe automaticamente a transmissão após 10 min, quem quer uma babá que de 10 em 10 min você acorda pra ligar novamente. Arrependido da compra.",27 de fevereiro de 2022
"1,0",Ela tinha a função de tocar um alarme manualmente no app. Tiraram essa função e instalaram outras funcionalidades que são pagas com uma assinatura. Uma roubalheira.,24 de janeiro de 2022
"5,0","Comprei para colocar no quarto da minha bebê, tanto durante o dia, quanto a noite usando a visão noturna a imagem é PERFEITA, o sensor de movimento só não dei 5 estrelas pois às vezes “atrasa” ao informar quando o bebê se mexe mais pode ser a minha internet também…",23 de junho de 2021
"5,0","Gostei muito, da Qualidade de imagem, facilidade instalação fisica e lógica, inúmeros recursos de configuração e monitoramento, detecção por movimento e notificações. Atendeu plenamente as minhas necessidades e expectativa. Após instaladas né trouxe confiança, por uma vez acabou a energia e quando voltou, tudo voltou a funcionar corretamente, não precisei reconfigurar.",19 de outubro de 2021
"1,0","Voltou aqui para desqualificar o suporte da TP_link. A minha câmera apresentou problema, com menos de 40 dias de uso, e até hoje não consigo resolver! Produto na garantia e estão enrolado. Por isso RECOMENDO A NÃO COMPRAR.",19 de dezembro de 2020
